StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q01,Q02,AT1,Q03,Q04,Q05,Q06,Q07,Q10,Q08,AT2,Q09,Q34,Q35,SC0,assigned_doc,reading_rt,reading_completed,PROLIFIC_PID,STUDY_ID,SESSION_ID,reading_time,Q_DataPolicyViolations
2026-06-05 10:54:41,2026-06-05 11:02:25,IP Address,173.64.118.216,100,463,True,2026-06-05 11:02:26,R_1GzDpotjLHpM7Lz,,,,,39.2726,-76.8614,anonymous,EN,I consent,0,0,180.013,0,B,C,Gold versus green,"A,C",A,"C,D",C,"B,C",C,C,Plumage strategy,C,9,The questions were challenging,9,birds_three,,true,6229fff149374541c22a95bf,6a21f9771330da0406ae544e,6a22e32a2a8234b537424247,3,
2026-06-05 10:53:47,2026-06-05 11:03:35,IP Address,71.199.85.91,100,588,True,2026-06-05 11:03:36,R_3dAzLiPwLmTyl7w,,,,,30.2183,-81.5621,anonymous,EN,I consent,1.13,1.13,180.01,1,B,C,Gold versus green,"B,D",A,C,C,B,B,C,Plumage strategy,C,6,"No, everything was pretty straight forward, thanks for the opportunity",8,birds_repeat,,true,6777d289f3eaa43bfd9c878c,6a21f9771330da0406ae544e,6a22e1bfe10247475e55166d,3,
2026-06-05 10:54:41,2026-06-05 11:04:45,IP Address,100.34.221.235,100,604,True,2026-06-05 11:04:46,R_1pvntlHIjJNYTTj,,,,,39.9776,-75.3099,anonymous,EN,I consent,0,0,180.015,0,C,D,Gold versus green,"A,C",C,"C,D",C,B,B,A,Plumage strategy,E,10,,6,birds_repeat,,true,6a16fa0cd79f74893795885d,6a21f9771330da0406ae544e,6a22e327bfb7090ebfced357,3,
2026-06-05 10:54:54,2026-06-05 11:05:00,IP Address,76.34.219.69,100,605,True,2026-06-05 11:05:00,R_7IFrhw3KweUlmO5,,,,,42.1124,-80.0885,anonymous,EN,I consent,3.266,118.455,120.048,5,C,C,Gold versus green,E,A,C,C,E,A,E,Plumage strategy,C,,"I failed to lock in on the names of the different birds and I was just about to do that before time ran out.  What I mean is, I knew all of the characteristics of each and could visualize them.  I just was not positive the Crestling was the first bird mentioned that lived in the cloud cover.   I may have gotten them mixed up due to my not being great at rote memorization of names.",8,birds,,true,5e79448b2645050ebe52051c,6a21f9771330da0406ae544e,6a22e32cb7fba272ee7cf8d8,2,
2026-06-05 11:01:06,2026-06-05 11:06:37,IP Address,72.85.23.86,100,331,True,2026-06-05 11:06:38,R_6oL6L7hcgsSUiRL,,,,,39.3343,-76.4394,anonymous,EN,I consent,3.978,47.252,120.037,3,B,C,Gold versus green,C,A,"A,C",C,E,A,C,Plumage strategy,E,6,n/a,12,birds,,true,66463e4efb99fba5a67a010a,6a21f9771330da0406ae544e,6a22e2ddeeed23d6189d2db8,2,
2026-06-05 11:04:45,2026-06-05 11:13:57,IP Address,150.221.119.1,100,552,True,2026-06-05 11:13:57,R_3uRn5eLr0nPvS7L,,,,,40.7653,-73.9589,anonymous,EN,I consent,0,0,180.013,0,B,C,Gold versus green,C,C,"A,C",C,C,C,C,Plumage strategy,C,4,Reading time was fine. Remembering the Latin names for the birds was hard. There was inconsistency when naming the birds in the questions. Either use the full name or the abbreviated name; don't mix and match because it makes it even more confusing since the reading time is so short.,8,birds_repeat,,true,66b68e2b2c21a7ed557cf866,6a21f9771330da0406ae544e,6a22e5807885ea133da7b44f,3,
2026-06-05 11:21:29,2026-06-05 11:28:21,IP Address,76.112.24.162,100,412,True,2026-06-05 11:28:22,R_3aXOE026kg5Tryk,,,,,43.0096,-85.7569,anonymous,EN,I consent,0,0,180.01,0,D,C,Gold versus green,C,A,A,C,D,E,B,Plumage strategy,E,8,I wish there was about 30 more seconds and I was DYING to see pictures to make recall easier for me.,7,birds_three,,true,6637b21240220c2517fffa1a,6a21f9771330da0406ae544e,6a22e96f6d6ec16716b0f586,3,
2026-06-05 10:45:40,2026-06-05 10:45:49,IP Address,108.6.103.211,15,9,False,2026-06-05 11:45:50,R_3f910V2aOaBNdCx,,,,,40.674,-73.9701,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,,,birds_repeat,,,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},3,
2026-06-05 10:45:49,2026-06-05 10:46:41,IP Address,108.6.103.211,15,51,False,2026-06-05 11:46:44,R_3rocV7u2CFJ9vbl,,,,,40.674,-73.9701,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,,,birds_repeat,,,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},3,
2026-06-05 10:52:48,2026-06-05 11:00:35,IP Address,24.20.80.109,25,466,False,2026-06-05 12:00:57,R_5GQu79butHyKS5O,,,,,45.5894,-122.7401,anonymous,EN,I consent,34.155,174.084,180.015,3,,,,,,,,,,,,,,,,birds_three,,true,698c1e0136e0c3b82a9c9a59,6a21f9771330da0406ae544e,6a22e2ab098074f8c4b0d8d9,3,
2026-06-05 14:02:05,2026-06-05 14:07:51,IP Address,24.22.64.8,100,346,True,2026-06-05 14:07:52,R_6DqhTJRVF4rXp8B,,,,,45.3779,-122.6201,anonymous,EN,I consent,0,0,120.025,0,C,C,Gold versus green,E,A,C,C,E,A,C,Plumage strategy,E,4,Flowed well,10,birds,,true,5eb087ed7f6d1e1232690d6a,6a21f9771330da0406ae544e,6a230f11b634a1f06b0db1cf,2,
2026-06-05 14:01:53,2026-06-05 14:08:23,IP Address,174.192.133.8,100,390,True,2026-06-05 14:08:24,R_6kbnLjozyZGmafp,,,,,43.1601,-87.9944,anonymous,EN,I consent,139.891,140.105,180.036,4,B,C,Gold versus green,"B,C",A,C,C,B,B,C,Plumage strategy,A,5,,9,birds_repeat,,true,6a0319f14d6f41fa99259111,6a21f9771330da0406ae544e,6a230f0a335d33e0ea5f229c,3,
2026-06-05 14:02:06,2026-06-05 14:08:30,IP Address,24.176.59.141,100,383,True,2026-06-05 14:08:31,R_5S0mViF1dOwypaJ,,,,,42.2789,-85.6904,anonymous,EN,I consent,5.065,5.065,180.005,1,C,C,Gold versus green,B,C,A,D,D,A,B,Plumage strategy,E,8,,5,birds_three,,true,5d3b42ce4b10440018e51736,6a21f9771330da0406ae544e,6a230f0e9b7d4c3499f67e42,3,
2026-06-05 14:01:52,2026-06-05 14:08:32,IP Address,67.182.4.116,100,400,True,2026-06-05 14:08:32,R_7DSSisxvHgGGNML,,,,,37.8203,-121.2804,anonymous,EN,I consent,2.643,165.596,180.083,15,B,C,Gold versus green,E,A,"B,C",C,"B,D",C,A,Plumage strategy,C,3,There was a lot of information and the scientific terms made the information a little harder to remember,7,birds_three,,true,69f518db6d737fb7d7801c0d,6a21f9771330da0406ae544e,6a230f06ec46d8d4fc739472,3,
2026-06-05 14:02:08,2026-06-05 14:09:04,IP Address,153.66.149.77,100,416,True,2026-06-05 14:09:04,R_5xEG51CfFSrEVGh,,,,,38.3467,-81.6359,anonymous,EN,I consent,0,0,180.007,0,B,C,Gold versus green,"B,D",D,"A,C",B,D,A,B,Plumage strategy,B,,it was fine,6,birds_repeat,,true,570d891d42a1db000fc65b4d,6a21f9771330da0406ae544e,6a230f1280aa602b2853aeed,3,
2026-06-05 14:02:10,2026-06-05 14:10:31,IP Address,46.110.179.136,100,500,True,2026-06-05 14:10:31,R_5lM3z4xcLuRsXP2,,,,,41.4943,-90.5001,anonymous,EN,I consent,146.089,146.089,180.013,1,B,C,Gold versus green,"A,C,D",C,C,D,"A,C",D,E,Plumage strategy,C,10,,6,birds_three,,true,69c158f8756cd97d5fd5d6f1,6a21f9771330da0406ae544e,6a230f1911877eac534b6525,3,
2026-06-05 14:04:06,2026-06-05 14:10:53,IP Address,216.226.80.56,100,406,True,2026-06-05 14:10:53,R_6esktQLyNE0hZL4,,,,,43.6619,-91.2185,anonymous,EN,I consent,0,0,180.032,0,B,C,Gold versus green,"A,C",D,"A,C",C,"C,D",A,C,Plumage strategy,E,8,,10,birds_three,,true,6a0b51db74b9b82733922584,6a21f9771330da0406ae544e,6a230f86b5eed9b1ab6c913d,3,
2026-06-05 14:05:52,2026-06-05 14:12:29,IP Address,71.91.87.137,100,397,True,2026-06-05 14:12:30,R_78UIf8MgPVWXjbw,,,,,34.5485,-87.0036,anonymous,EN,I consent,0,0,120.005,0,C,A,Gold versus green,"B,C,D",A,C,B,"A,D",C,C,Mode of communication,A,,,5,birds,,true,69ce7d2297b4750b47987000,6a21f9771330da0406ae544e,6a230ff7e11db188fcdb3d33,2,
2026-06-05 14:06:54,2026-06-05 14:14:53,IP Address,104.62.174.131,100,479,True,2026-06-05 14:14:53,R_7m33VdFxOXha8oK,,,,,29.6138,-82.386,anonymous,EN,I consent,0,0,120.029,0,A,A,Gold versus green,"A,C",D,E,B,"B,C",D,C,Plumage strategy,A,9,The reading time felt a little short,4,birds,,true,69810933654afd25a7bbcf7d,6a21f9771330da0406ae544e,6a230f06c27d2f540cb99712,2,
2026-06-05 14:03:37,2026-06-05 14:15:03,IP Address,172.59.137.71,100,685,True,2026-06-05 14:15:03,R_5NW1jCYs9XvKsJX,,,,,40.3965,-80.0442,anonymous,EN,I consent,4.675,112.693,120.033,3,B,C,Gold versus green,B,A,C,C,E,B,A,Plumage strategy,E,3,,9,birds,,true,69f64470d0a15403530533c4,6a21f9771330da0406ae544e,6a230f585290848fbdc3b17c,2,
2026-06-05 14:11:10,2026-06-05 14:18:35,IP Address,174.164.149.103,100,444,True,2026-06-05 14:18:35,R_7duDQ663yL1JhBx,,,,,47.1445,-122.2548,anonymous,EN,I consent,1.689,179.358,180.035,46,B,C,Gold versus green,C,A,C,C,E,E,E,Plumage strategy,D,1,The reading time was sufficient and there were no technical issues,9,birds_repeat,,true,67d97337faf4d981fef4baed,6a21f9771330da0406ae544e,6a231133b927145f2814bd42,3,
2026-06-05 14:15:03,2026-06-05 14:20:38,IP Address,69.139.66.239,100,335,True,2026-06-05 14:20:38,R_30PBPCUKuCew76Z,,,,,40.0558,-75.0773,anonymous,EN,I consent,5.758,81.864,120.02,17,B,A,Gold versus green,"C,D",B,"B,C",C,"C,D",B,D,Mode of communication,C,6,"I found myself mixing up the bird species ",5,birds,,true,66c8abe49537b182dcbd2049,6a21f9771330da0406ae544e,6a231219becc4f2b42627626,2,
2026-06-05 14:03:57,2026-06-05 14:21:23,IP Address,135.136.146.110,100,1045,True,2026-06-05 14:21:23,R_5CZWJQB7GJ0bQYK,,,,,32.7908,-96.8336,anonymous,EN,I consent,24.247,28.528,180.007,2,B,C,Gold versus green,B,A,C,B,C,B,C,Plumage strategy,C,10,No,7,birds_repeat,,true,6938b3a102d6dfae6c72a140,6a21f9771330da0406ae544e,6a230f7eaecf87c4d11490cc,3,
2026-06-05 14:12:04,2026-06-05 14:27:28,IP Address,12.12.83.106,100,924,True,2026-06-05 14:27:28,R_7c0Pxy05Xgs6eqZ,,,,,30.6035,-87.9036,anonymous,EN,I consent,0,0,180.06,0,A,C,Gold versus green,E,A,E,C,D,A,C,Plumage strategy,C,,"Hard to remember. Reading time verygood so didn't have to wait much after finishing. Questions were very challengine. Article was hard to read. Almost seemed padamntic though actually wasn't, just hard to follow. ",7,birds_three,,true,55b645bbfdf99b1c02906873,6a21f9771330da0406ae544e,6a231145528b24f40b9cf07c,3,
2026-06-05 14:40:18,2026-06-05 14:51:07,IP Address,75.132.113.220,100,648,True,2026-06-05 14:51:07,R_3Cs8jjHnB1vFx5N,,,,,38.5423,-89.9588,anonymous,EN,I consent,45.319,178.902,180.032,5,C,C,Gold versus green,C,A,C,C,D,E,E,Plumage strategy,C,7,,7,birds_repeat,,true,651c2cc23704dc10500ae77c,6a21f9771330da0406ae544e,6a231805bfff3a4be3f41edb,3,
