StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,birds_timing_passage_First Click,birds_timing_passage_Last Click,birds_timing_passage_Page Submit,birds_timing_passage_Click Count,QB_timing_First Click,QB_timing_Last Click,QB_timing_Page Submit,QB_timing_Click Count,QB1,QB2,QB3,QB4,QB5,QB_A,QB_passage_1,QB_passage_2,QB_comment,fruits_timing_passage_First Click,fruits_timing_passage_Last Click,fruits_timing_passage_Page Submit,fruits_timing_passage_Click Count,QF_timing_First Click,QF_timing_Last Click,QF_timing_Page Submit,QF_timing_Click Count,QF1,QF2,QF3,QF4,QF5,QF_A,QF_passage_1,QF_passage_2,QF_comment,astronomy_timing_passage_First Click,astronomy_timing_passage_Last Click,astronomy_timing_passage_Page Submit,astronomy_timing_passage_Click Count,QA_timing_First Click,QA_timing_Last Click,QA_timing_Page Submit,QA_timing_Click Count,QA1,QA2,QA3,QA4,QA5,QA_A,QA_passage_1,QA_passage_2,QA_comment,musical_instruments_timing_passage_First Click,musical_instruments_timing_passage_Last Click,musical_instruments_timing_passage_Page Submit,musical_instruments_timing_passage_Click Count,QI_timing_First Click,QI_timing_Last Click,QI_timing_Page Submit,QI_timing_Click Count,QI1,QI2,QI3,QI4,QI5,QI_A,QI_passage_1,QI_passage_2,QI_comment,group,PROLIFIC_ID,SESSION_ID,STUDY_ID,passage_count,birds_cond,fruits_cond,astronomy_cond,musical_instruments_cond,Q_DataPolicyViolations
2026-06-29 15:51:31,2026-06-29 16:26:42,IP Address,173.54.72.152,100,2110,True,2026-06-29 16:26:43,R_14vBKQjH5x2d2P2,,,,,40.6679,-74.1178,anonymous,EN,I consent,"412,7",1.45,413.019,413.02,2,5.533,103.569,103.57,20,"Faint streaking along the back,A reddish wash across the breast","Seeds,Grubs","The Copperhook finch eats seeds, unlike the fruit-eating ashen skreel,The ashen skreel has black wingtips, while the Copperhook finch has a pale throat","Copperhook finch -- Plumbea rufa,Ashen skreel -- Plumbea rufa","A bright yellow crest,Bluish bars across the tail",Green versus black,8,8,unfocused,1.025,220.589,220.595,2,73.339,204.913,204.914,17,"Deep purple,Whitish, similar to a blueberry","A warm spicy flavor,Crisp and slightly sour","The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy","June,July",Jammy finish,Purple,8,9,,1.292,676.839,676.846,2,48.308,80.514,80.516,13,How a dense star pulls material from a nearby companion,The Aquila Pulsar is about four thousand light-years away from Earth,"The Pictor Nebula is observed with optical telescopes in red light, while the Aquila Pulsar can only be detected by radio telescopes,The Aquila Pulsar is closer to Earth than the Pictor Nebula","Aquila Pulsar — about four thousand light-years away, between spiral arms",It is observed using radio telescopes,What the objects are used to study,6,7,,0.992,108.142,108.145,2,3.8,249.316,249.318,15,"It has a deep rounded belly,It is shaped like a lyre","Warm and full, sustaining and carrying across a room,A rich buzzing tone, like a horn","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly","The Kasten-zither was first documented by Gunther Kasten,The Belvero was first documented by Alonso Belver,The Kasten-zither was documented before the Belvero","It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",10,5,,24,,6a42ccbefade13082732aa21,6a42c46e28d70095080a3afe,,distractor,repeat_long,repeat_short,control,
2026-06-29 16:10:58,2026-06-29 16:36:55,IP Address,172.127.12.218,100,1556,True,2026-06-29 16:36:55,R_6SGjaBD5CwD3qVK,,,,,34.7483,-89.4875,anonymous,EN,I consent,"412,7",1.846,228.214,228.218,2,3.802,256.697,256.699,13,"Mostly gray, with a lighter patch at the throat","Seeds,Grubs","The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange,The Copperhook finch eats seeds, unlike the fruit-eating ashen skreel","Copperhook finch -- Fringilla vorax,Ashen skreel -- Plumbea rufa","A rust-orange body,Bluish bars across the tail",Green versus black,7,6,"Found my brain trying to wander. ",1.534,239.542,239.543,2,14.948,83.908,83.91,18,Deep purple,"Sweet,A warm spicy flavor","The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy,The Blisterfig has purple flesh, while the Tawnberry is orange-pink","May,June,August","Rich and sweet,Jammy finish",Purple,7,6,4 fruits was a lot to remember,2.385,89.32,89.322,2,12.221,151.141,151.142,15,How new stars take shape inside clouds of gas,"The Aquila Pulsar is about six thousand light-years away from Earth,The Aquila Pulsar is closer to the center of the galaxy than Earth","The Pictor Nebula is closer to Earth than the Aquila Pulsar,The Pictor Nebula is observed with optical telescopes in red light, while the Aquila Pulsar can only be detected by radio telescopes","Aquila Pulsar — about four thousand light-years away, between spiral arms",It is observed using radio telescopes,What the objects are used to study,7,7,,1.442,101.979,101.98,2,4.786,62.426,62.427,10,"It has a deep rounded belly,It has a pear-shaped body","Bright and dry, fading quickly after each pluck","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly,The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone","The Belvero was documented before the Kasten-zither,The Belvero was first documented by Alonso Belver","It produces a warm, full tone","First documented in 1444, the Belvero is the older of the two",4,3,,17,,6a42cfa13eb81f557964a731,6a42c46e28d70095080a3afe,,repeat_long,distractor,control,repeat_short,
2026-06-29 14:37:53,2026-06-29 14:38:09,IP Address,108.6.103.211,13,16,False,2026-06-29 16:39:26,R_3gOSEWo3hlTU31u,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,7.442,7.442,7.446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,control,repeat_short,distractor,repeat_long,
2026-06-29 14:39:29,2026-06-29 14:39:40,IP Address,108.6.103.211,9,10,False,2026-06-29 16:40:21,R_6MPRVKSH3aiav44,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 14:39:47,2026-06-29 14:40:01,IP Address,108.6.103.211,8,13,False,2026-06-29 16:44:47,R_7FsOIyu1oTnztpn,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 14:44:15,2026-06-29 14:53:13,IP Address,108.6.103.211,75,537,False,2026-06-29 16:52:21,R_7BXeqNGnH81iu5z,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",1.674,97.871,97.875,2,1.354,7.234,7.236,9,A reddish wash across the breast,Nectar,"The Copperhook finch eats seeds, unlike the fruit-eating ashen skreel",Copperhook finch -- Fringilla vorax,A bright yellow crest,Solitary defence versus gregarious flocking,7,3,,,,,,,,,,,,,,,,,,,2.105,131.538,131.54,2,0.627,7.278,7.281,10,How star formation stops happening,The Aquila Pulsar is about four thousand light-years away from Earth,"The Pictor Nebula is studied to understand star formation, while the Aquila Pulsar is observed to understand how gravitational waves affect black holes","Pictor Nebula — about six thousand light-years away, toward the galactic center",It is observed using radio telescopes,Where the objects were discovered,7,4,,6.434,246.033,246.038,4,2.441,9.293,9.296,9,It has a pear-shaped body,"Deep and resonant, with a short decay","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly",The Kasten-zither was documented before the Belvero,Its sound carries well across a room,None of the above,8,4,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 14:46:45,2026-06-29 14:53:14,IP Address,108.6.103.211,34,389,False,2026-06-29 16:57:46,R_3xyrVifcvB3xnme,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",1.171,82.318,82.322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,268.028,268.031,6,0.794,6.26,6.266,8,It has a pear-shaped body,"Bright and dry, fading quickly after each pluck","The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone",The Belvero was documented before the Kasten-zither,Its sound carries well across a room,Two instruments from opposite ends of the world,9,5,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 14:53:24,2026-06-29 14:58:09,IP Address,108.6.103.211,30,285,False,2026-06-29 16:58:11,R_5s4uohP4Mgyzh9F,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.191,264.107,264.113,2,0.734,6.53,6.535,8,How new stars take shape inside clouds of gas,The Aquila Pulsar is about four thousand light-years away from Earth,"The Pictor Nebula is studied to understand star formation, while the Aquila Pulsar is observed to understand how gravitational waves affect black holes","Aquila Pulsar — about three thousand light-years away, in a dense star field",is observed to measure how its size changes over time,Where the objects were discovered,8,6,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 14:53:45,2026-06-29 14:55:29,IP Address,108.6.103.211,28,103,False,2026-06-29 16:58:16,R_5cWMekEzVha4ViN,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",1.256,75.719,75.722,6,1.031,13.238,13.241,10,"Rust orange, with a lighter patch at the throat","Grubs,Nectar","The Copperhook finch eats seeds, unlike the fruit-eating ashen skreel",Copperhook finch -- Plumbea rufa,A rust-orange body,Green versus black,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 15:02:40,2026-06-29 15:20:26,IP Address,108.6.103.211,30,1066,False,2026-06-29 17:04:51,R_7cbb6x6kPY2zUta,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",1.247,75.279,75.283,23,0.777,7.259,7.263,9,A reddish wash across the breast,None of the above,"The ashen skreel eats carrion, while the Copperhook finch eats seeds",Copperhook finch -- Plumbea rufa,A bright yellow crest,Solitary defence versus gregarious flocking,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,control,repeat_long,repeat_short,distractor,
2026-06-29 16:38:28,2026-06-29 17:05:38,IP Address,74.194.27.112,100,1629,True,2026-06-29 17:05:38,R_7CgWCgifgUtoEql,,,,,31.7578,-93.0908,anonymous,EN,I consent,"412,7",5.24,248.467,248.483,2,22.556,134.903,134.915,8,"Mostly gray, with a lighter patch at the throat",Grubs,"The ashen skreel eats carrion, while the Copperhook finch eats seeds,The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",Ashen skreel -- Plumbea rufa,A rust-orange body,Green versus black,3,6,The narrator's voice was calming. I found the questions to be a little difficult to answer because I could not keep up with the details of each bird.,2.439,222.176,222.184,2,9.956,82.266,82.276,14,Deep purple,"Peppery aftertaste,Sweet,A warm spicy flavor","The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy,The Blisterfig has purple flesh, while the Tawnberry is orange-pink","June,July,August","Rich and sweet,Jammy finish",Purple,2,2,I could follow this passage much more closesly,6.559,132.86,132.868,2,26.1,125.406,125.415,7,How star formation stops happening,The Aquila Pulsar is about six thousand light-years away from Earth,The Pictor Nebula is closer to Earth than the Aquila Pulsar,"Aquila Pulsar — about four thousand light-years away, between spiral arms",is observed to measure how its size changes over time,What the objects are used to study,9,9,This was a difficult passage to follow,2.131,77.663,77.671,2,8.618,101.045,101.056,12,It has a pear-shaped body,"Bright and dry, fading quickly after each pluck","The Belvero has a flat, shallow body, while the Kasten-zither makes a bright sound that fades quickly","The Kasten-zither was first documented by Gunther Kasten,The Belvero was first documented by Alonso Belver",Its sound is bright and dry,"First documented in 1444, the Belvero is the older of the two",8,9,This passage was a little more interesting,24,,6a42d7ba7b57f310a0c38b0f,6a42c46e28d70095080a3afe,,distractor,repeat_long,repeat_short,control,
2026-06-29 14:58:11,2026-06-29 15:02:27,IP Address,108.6.103.211,53,255,False,2026-06-29 17:11:11,R_3dR8O3lKu3EWHQb,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",1.063,75.551,75.556,5,0.71,8.201,8.205,11,"Mostly gray, with a lighter patch at the throat",Nectar,"The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",Ashen skreel -- Fringilla rufa,Bluish bars across the tail,Solitary defence versus gregarious flocking,7,5,,,,,,,,,,,,,,,,,,,0.92,130.718,130.722,2,0.725,6.139,6.141,8,How a dense star pulls material from a nearby companion,The Aquila Pulsar is about four thousand light-years away from Earth,The Pictor Nebula is closer to Earth than the Aquila Pulsar,"Aquila Pulsar — about three thousand light-years away, in a dense star field",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,6,4,,,,,,,,,,,,,,,,,,,3,,,,,control,repeat_long,repeat_short,distractor,
2026-06-29 14:57:40,2026-06-29 15:02:40,IP Address,108.6.103.211,8,300,False,2026-06-29 17:11:42,R_1M08DdQ9fBNUtV6,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 15:02:26,2026-06-29 15:20:27,IP Address,108.6.103.211,8,1080,False,2026-06-29 17:13:19,R_3NDCOTDbsrYvwnc,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,control,repeat_long,repeat_short,distractor,
2026-06-29 15:20:32,2026-06-29 15:20:53,IP Address,108.6.103.211,8,20,False,2026-06-29 17:20:36,R_6GY8nxVCDqx0H5v,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2026-06-29 15:25:43,2026-06-29 15:30:40,IP Address,108.6.103.211,11,296,False,2026-06-29 17:25:44,R_1k6BN2h9fEuU9yk,,,,,40.674,-73.9701,anonymous,EN,I consent,"412,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.811,265.965,265.971,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0s0o8mavm5e9,6a42c46e28d70095080a3afe,0,control,repeat_short,repeat_long,distractor,
2026-06-30 10:52:16,2026-06-30 11:11:58,IP Address,134.56.166.123,100,1181,True,2026-06-30 11:11:58,R_6viJ4xUpGFgab3r,,,,,26.0178,-80.3423,anonymous,EN,I consent,"412,7",15.439,116.244,116.256,2,4.488,75.64,75.655,13,"Mostly gray, with a lighter patch at the throat,Faint streaking along the back","Fruit,Seeds,Grubs","The ashen skreel eats carrion, while the Copperhook finch eats seeds,The ashen skreel has black wingtips, while the Copperhook finch has a pale throat","Copperhook finch -- Fringilla vorax,Ashen skreel -- Plumbea rufa","A rust-orange body,Dark tips to the wings",Green versus black,6,6,,1.357,76.108,76.122,2,23.604,74.072,74.076,16,"Orange-pink,Translucent near the core",Crisp and slightly sour,"The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September","June,July","Rich and sweet,A warm spicy note",Purple,6,7,,2.987,245.697,245.702,2,11.109,64.959,64.973,11,How new stars take shape inside clouds of gas,"The Aquila Pulsar is about four thousand light-years away from Earth,The Aquila Pulsar is further from the center of the galaxy than Earth","The Pictor Nebula is studied to understand star formation, while the Aquila Pulsar is observed to understand how gravitational waves affect black holes","Aquila Pulsar — about four thousand light-years away, between spiral arms,Pictor Nebula — about twenty-five thousand light-years away, near the outer halo",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,6,7,,1.615,245.562,245.569,2,23.313,58.794,58.798,15,"It has a deep rounded belly,It has a pear-shaped body","Bright and dry, fading quickly after each pluck,A rich buzzing tone, like a horn","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly","The Kasten-zither was first documented by Gunther Kasten,The Belvero was first documented by Alonso Belver","It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",5,5,,8,,6a43d81bb0f81a96fc8a7e9f,6a42c46e28d70095080a3afe,,repeat_short,control,distractor,repeat_long,
2026-06-30 10:52:14,2026-06-30 11:14:57,IP Address,97.171.253.95,100,1362,True,2026-06-30 11:14:57,R_7aydL4EkhgIlL21,,,,,40.6981,-111.9999,anonymous,EN,I consent,"412,7",7,82.422,82.424,2,6.03,103.512,103.514,12,"Mostly gray, with a lighter patch at the throat","Fruit,Seeds,Grubs","The ashen skreel eats carrion, while the Copperhook finch eats seeds,The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange","Copperhook finch -- Fringilla vorax,Ashen skreel -- Plumbea rufa","A rust-orange body,Dark tips to the wings",Green versus black,6,7,,2.626,109.439,109.441,2,18.963,118.667,118.669,16,Deep purple,"Peppery aftertaste,A warm spicy flavor","The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy,The Blisterfig has purple flesh, while the Tawnberry is orange-pink,The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September",August,"Rich and sweet,Jammy finish",Purple,6,7,,2.68,248.023,248.025,2,17.524,138.214,138.216,12,How new stars take shape inside clouds of gas,The Aquila Pulsar is about six thousand light-years away from Earth,"The Pictor Nebula is studied to understand star formation, while the Aquila Pulsar is observed to understand how gravitational waves affect black holes,The Pictor Nebula is observed with optical telescopes in red light, while the Aquila Pulsar can only be detected by radio telescopes,The Aquila Pulsar is closer to Earth than the Pictor Nebula","Pictor Nebula — about six thousand light-years away, toward the galactic center,Aquila Pulsar — about four thousand light-years away, between spiral arms",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,9,9,,2.6,244.995,244.997,2,7.78,128.385,128.387,10,"It has a deep rounded belly,It has a pear-shaped body","Bright and dry, fading quickly after each pluck","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly,The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone",The Kasten-zither was documented before the Belvero,"It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",8,8,,1,,6a43d8130eaded4a7c975b17,6a42c46e28d70095080a3afe,,control,repeat_short,repeat_long,distractor,
2026-06-30 11:12:14,2026-06-30 11:29:03,IP Address,136.35.202.52,100,1009,True,2026-06-30 11:29:04,R_60ZfKED7E9IEtd8,,,,,39.214,-94.7191,anonymous,EN,I consent,"412,7",2.759,227.773,227.779,2,13.953,48.55,48.555,7,"Mostly gray, with a lighter patch at the throat",Seeds,"The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",Ashen skreel -- Fringilla rufa,A rust-orange body,Green versus black,10,5,Everything is fine... It's just difficult to recall all the information sometimes lol,2.049,268.14,268.149,2,5.279,47.499,47.517,10,Orange-pink,A warm spicy flavor,"The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September",July,Rich and sweet,Purple,10,5,,1.604,89.932,89.936,2,8.231,64.814,64.823,13,How new stars take shape inside clouds of gas,The Aquila Pulsar is about six thousand light-years away from Earth,The Pictor Nebula is closer to Earth than the Aquila Pulsar,"Aquila Pulsar — about four thousand light-years away, between spiral arms","It is observed using radio telescopes,is observed to measure how its size changes over time",What the objects are used to study,10,5,,1.763,104.944,104.948,2,5.829,31.557,31.569,9,"It has a flat, rectangular body","Bright and dry, fading quickly after each pluck","The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone",The Belvero was documented before the Kasten-zither,Its sound is bright and dry,"One instrument played upright, the other laid flat",10,5,,17,,6a43dcc711f9001c48dd75f4,6a42c46e28d70095080a3afe,,repeat_long,distractor,control,repeat_short,
2026-06-30 11:02:43,2026-06-30 11:30:59,IP Address,75.99.98.202,100,1696,True,2026-06-30 11:31:00,R_3Qt1sn4NySxGNV9,,,,,40.8768,-74.0867,anonymous,EN,I consent,"412,7",1.329,227.153,227.172,2,2.61,200.506,200.518,20,"Mostly gray, with a lighter patch at the throat","Fruit,Nectar","The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",Ashen skreel -- Plumbea rufa,"A rust-orange body,Dark tips to the wings",None of the above,7,8,,1.267,244.086,244.093,2,30.641,205.506,205.516,26,Deep purple,Crisp and slightly sour,"The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September",None of the above,Rich and sweet,Purple,10,10,"Passage too long I feel I'm being forced to memorize information in a way I wouldn't. Also the Dunkin' I'm in is insane, non-stp antagonism and responses cannot focus, sorry ",1.34,89.131,89.145,5,9.879,84.799,84.807,19,None of the above,The Aquila Pulsar is about four thousand light-years away from Earth,The Aquila Pulsar is closer to Earth than the Pictor Nebula,"Aquila Pulsar — about four thousand light-years away, between spiral arms,Pictor Nebula — about twenty-five thousand light-years away, near the outer halo",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,10,10,Someone who abused me walked into Dunkin' when I was listening to the passage.,62.526,168.659,168.673,2,147.541,292.08,292.09,13,"It has a deep rounded belly,It has a pear-shaped body","Warm and full, sustaining and carrying across a room","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly",The Kasten-zither was first documented by Gunther Kasten,"It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",5,7,,17,,6a43d81f15b6f022109d4efc,6a42c46e28d70095080a3afe,,repeat_long,distractor,control,repeat_short,
2026-06-30 11:06:21,2026-06-30 11:34:29,IP Address,74.143.170.51,100,1688,True,2026-06-30 11:34:30,R_7EWlA42UiUDKh1J,,,,,41.6868,-81.3399,anonymous,EN,I consent,"412,7",1.917,242.927,242.935,2,7.483,69.341,69.342,17,"Mostly gray, with a lighter patch at the throat","Seeds,Grubs","The ashen skreel eats carrion, while the Copperhook finch eats seeds,The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",Ashen skreel -- Fringilla rufa,A rust-orange body,Green versus black,8,7,It was difficult to remember the sounds the bird makes from the passage to the bird. The questions were decently difficult but the structure helped recall information.,0.616,220.778,220.78,2,3.315,164.071,164.074,20,Deep purple,"Sweet,A warm spicy flavor","The Tawnberry has purple flesh, while the Blisterfig has orange-pink flesh,The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy","June,July,August","Rich and sweet,Jammy finish",Purple,4,3,"Questions were easier because the key information of the two items are distinctive to eachother. The figs, ofr instance, have unique traits so it's easy to not mix the two up.",1.627,124.728,124.736,2,13.622,165.295,165.299,28,"How new stars take shape inside clouds of gas,How star formation stops happening","The Aquila Pulsar is about four thousand light-years away from Earth,The Aquila Pulsar is closer to the center of the galaxy than Earth","The Pictor Nebula is studied to understand star formation, while the Aquila Pulsar is observed to understand how gravitational waves affect black holes,The Pictor Nebula is observed with optical telescopes in red light, while the Aquila Pulsar can only be detected by radio telescopes,The Aquila Pulsar is closer to Earth than the Pictor Nebula","Pictor Nebula — about six thousand light-years away, toward the galactic center,Aquila Pulsar — about four thousand light-years away, between spiral arms","It is observed using radio telescopes,is observed to measure how its size changes over time",What the objects are used to study,8,9,"Passage used several technical terms and was hard to keep track of the information, as well as answer questions, so I gave both a high  difficulty rating",1.258,82.155,82.156,2,12.584,146.455,146.46,16,"It has a deep rounded belly,It has a pear-shaped body","Bright and dry, fading quickly after each pluck","The Belvero produces a pear-shaped body, while the Kasten-zither makes a bright sound that fades quickly,The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone","The Belvero was documented before the Kasten-zither,The Kasten-zither was first documented by Gunther Kasten,The Belvero was first documented by Alonso Belver","It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",4,4,"Brevity of passage helped with immediate recall for questions, so I gave both easy ratings.",24,,6a43d911dc230606fe77011b,6a42c46e28d70095080a3afe,,distractor,repeat_long,repeat_short,control,
2026-06-30 11:18:31,2026-06-30 11:37:38,IP Address,136.37.82.18,100,1146,True,2026-06-30 11:37:38,R_6PA0MfDtTMQEuSh,,,,,39.214,-94.5826,anonymous,EN,I consent,"412,7",1.719,86.117,86.131,2,38.443,66.577,66.582,7,"Mostly gray, with a lighter patch at the throat",Grubs,"The ashen skreel eats carrion, while the Copperhook finch eats seeds",Copperhook finch -- Plumbea rufa,Bluish bars across the tail,Green versus black,3,10,"There were a lot of names being thrown around. ",1.165,107.048,107.061,2,9.338,59.742,59.748,11,Deep purple,Sweet,"The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September","June,July,August",Rich and sweet,Purple,3,5,Nothing in particular.,1.597,245.763,245.775,2,13.243,49.425,49.433,9,How new stars take shape inside clouds of gas,The Aquila Pulsar is about four thousand light-years away from Earth,"The Pictor Nebula is observed with optical telescopes in red light, while the Aquila Pulsar can only be detected by radio telescopes","Aquila Pulsar — about four thousand light-years away, between spiral arms",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,3,7,There was a lot of information thrown around in that one.,6.77,254.355,254.36,2,10.3,100.428,100.443,9,It is shaped like a lyre,"Deep and resonant, with a short decay","The Belvero sounds bright and dry, while the Kasten-zither produces a warm, full tone",The Kasten-zither was first documented by Gunther Kasten,Its sound carries well across a room,"First documented in 1444, the Belvero is the older of the two",5,9,The voice was so monotonous it was hard to actually absorb the information.,1,,6a43de1d8b0174203d6e59e2,6a42c46e28d70095080a3afe,,control,repeat_short,repeat_long,distractor,
2026-06-30 11:25:03,2026-06-30 11:48:26,IP Address,63.88.221.213,100,1403,True,2026-06-30 11:48:27,R_3YLd4vdTknNFNuX,,,,,37.751,-97.822,anonymous,EN,I consent,"412,7",15.698,260.852,260.868,2,20.72,98.496,98.509,21,"Mostly gray, with a lighter patch at the throat",Seeds,"The ashen skreel is mostly gray, whereas the Copperhook finch is mostly orange",None of the above,"A rust-orange body,Dark tips to the wings",Green versus black,0,4,NO,5.778,225.121,225.125,3,4.904,106.903,106.911,15,Orange-pink,Crisp and slightly sour,"The Blisterfig has a spicy-sweet taste, while the Tawnberry is rich and jammy,The Blisterfig has purple flesh, while the Tawnberry is orange-pink,The Tawnberry ripens in June to July, while the Blisterfig ripens in August to September","June,July","Rich and sweet,Jammy finish",Purple,0,5,N/A,5.287,174.983,174.989,3,20.441,176.563,176.577,18,How a dense star pulls material from a nearby companion,The Aquila Pulsar is closer to the center of the galaxy than Earth,None of the above,"Aquila Pulsar — about four thousand light-years away, between spiral arms",It is observed using optical telescopes sensitive to red-light emission,What the objects are used to study,4,7,NO,11.492,91.38,91.388,3,5.201,95.68,95.685,24,"It has a deep rounded belly,It has a pear-shaped body","Bright and dry, fading quickly after each pluck","The Kasten-zither has a flat, shallow body, while the Belvero produces a warm, full tone",The Belvero was documented before the Kasten-zither,"It produces a warm, full tone,Its sound carries well across a room","First documented in 1444, the Belvero is the older of the two",5,7,NO,24,,6a43df3614e19e9eb781da18,6a42c46e28d70095080a3afe,,distractor,repeat_long,repeat_short,control,
